Vendor,Category,SubCategory,Contract,City,State,Phone,Email,URL,Small_Business
"FIRSTSPEAR, LLC",Industrial Products and Services,Hardware and Tools,47QSWA22D007L,FENTON,MO,636 349 4820,ben@first-spear.com,http://www.first-spear.com,s
"FISKARS BRANDS, INC.",Industrial Products and Services,Hardware and Tools,47QSHA19D001L,PORTLAND,OR,703-256-1500,dphelps@govtools.com,http://www.Gerbergear.com,
"FORREST TOOL COMPANY, INC.",Industrial Products and Services,Hardware and Tools,GS-21F-148AA,DURANGO,CO,970-375-0003,krichardson@forresttool.com,http://forresttool.com,s
"GAGE BILT, INC.",Industrial Products and Services,Hardware and Tools,47QSHA22D001R,CLINTON TOWNSHIP,MI,5862261500,Robin.Kirkley@GAGEBILT.COM,http://www.gagebilt.com,s
GENERAL CTS CORPORATION,Industrial Products and Services,Hardware and Tools,47QSMS26D0026,LINCOLNWOOD,IL,(847)691-9700,tim@generalcuttingtools.com,https://generalcuttingtools.com,s
GILL METAL FAB INC,Industrial Products and Services,Hardware and Tools,GS-21F-0013X,BROCKTON,MA,508-580-4445  112,ronni@modulinecabinets.com,http://www.modulinecabinets.com,s
GOULD SOUTHERN INC,Industrial Products and Services,Hardware and Tools,GS-06F-0047S,DULUTH,GA,770-921-1111,govsales@gouldsouthern.com,http://www.gouldsouthern.com/Government.66.0.html,s
JS PRODUCTS INC,Industrial Products and Services,Hardware and Tools,47QSMS25D0016,LAS VEGAS,NV,702-315-1491,ismercina@jsproducts.com,http://www.jsproducts.com,s
"MACGYVER SOLUTIONS, INC.",Industrial Products and Services,Hardware and Tools,47QSMA18D08QH,PINEHURST,NC,919-578-7246,GSA@MACGYVERSOLUTIONS.COM,http://WWW.MACGYVERSOLUTIONS.COM,s
"MALCOM COMPANY, INC.",Industrial Products and Services,Hardware and Tools,GS-06F-0021T,PORTSMOUTH,RI,1-401-264-6925,jono.bixby@malcom.com,http://www.malcom.com,s
PAN AMERICAN TOOL CORP,Industrial Products and Services,Hardware and Tools,47QSMS24D003M,FORT LAUDERDALE,FL,954-735-8665,curtis.finn@panamericantool.com,http://www.panamericantool.com,s
PENN TOOL CO INC,Industrial Products and Services,Hardware and Tools,GS-06F-0042S,MAPLEWOOD,NJ,8005264956,brandon@penntoolco.com,https://www.penntoolco.com/,s
"PERFORMANCE PLASTICS, LTD",Industrial Products and Services,Hardware and Tools,47QSHA22D002Q,CINCINNATI,OH,(513)508-1027,acrass@performanceplastics.com,www.pexco.com,s
"ROGUE FABRICATION, LLC",Industrial Products and Services,Hardware and Tools,47QSMS25D001H,SANDY,OR,5033895413,SALES@ROGUEFAB.COM,http://WWW.ROGUEFAB.COM,s
"SAW SERVICE OF WASHINGTON, INC.",Industrial Products and Services,Hardware and Tools,47QSMS25D00BT,BELLINGHAM,WA,3607386437,selina@sawserviceofwa.com,https://www.sawserviceofwa.com/,s
ST&T ELECTRIC CORP.,Industrial Products and Services,Hardware and Tools,47QTCA22D005A,TAINAN CITY,,886-932006110,tony.li@stt.com.tw,http://www.stt.com.tw/,
SWAIN DISTRIBUTION INC,Industrial Products and Services,Hardware and Tools,47QSHA20D0028,SEARCY,AR,800-521-4088,compliance@swaindistribution.com,http://swaindistribution.com,s
"THUN ENTERPRISES, INC.",Industrial Products and Services,Hardware and Tools,47QSMS25D002E,SPOKANE VALLEY,WA,5099260557,connie@springtools.com,http://www.springtools.com,s
"U.S. FOAM & ETCH, INC",Industrial Products and Services,Hardware and Tools,GS-21F-0009T,GOLDSBORO,NC,919-736-8181,paul@usfoamandetch.com,http://www.usfoamandetch.com,s
"U.S. SAWS, INC.",Industrial Products and Services,Hardware and Tools,47QSMS24D002Y,SANTA ANA,CA,8136218015,sales@ussaws.com,https://www.ussaws.com/,s
"U.S. TAPE COMPANY, LLC",Industrial Products and Services,Hardware and Tools,GS-21F-107AA,PENNSBURG,PA,703-256-1500,arotruck@govtools.com,http://www.ustape.com,
UNICORD CORP,Industrial Products and Services,Hardware and Tools,47QSMS25D0026,CALUMET PARK,IL,708-866-5516,cpadilla@unicordcorp.com,http://www.unicordcorp.com,s
UPC LLC,Industrial Products and Services,Hardware and Tools,47QSMS24D004A,MERIDEN,CT,8602145745,pmader@upc2.com,http://www.maagkit.com,s
US JACK CO,Industrial Products and Services,Hardware and Tools,47QSMA23D08QR,BENTON HARBOR,MI,269-925-7777,brad.houseworth@usjack.com,http://www.usjack.com,s
AUCOIN TELECOM & UTILITY CONSTRUCTION LLC,Information Technology,IT Hardware,47QTCA20D00EB,CHELMSFORD,MA,978-614-0499,uzair@aucointelecom.com,http://aucointelecom.com,s
EDEN GENERAL CONSTRUCTION NY INC.,Information Technology,IT Hardware,47QTCA23D00BJ,BRONX,NY,914-979-2797,info@edengroupusa.com,https://www.edengroupusa.com,s
PYRAMID DESIGN & MANUFACTURING,Information Technology,IT Hardware,47QTCA19D00BV,RANCHO SANTA MARGAR,CA,7149015462,chris@pyramidcomm.com,http://www.pyramidcomm.com,s
EVENT METAL DETECTORS LLC,Security and Protection,Protective Equipment,GS-07F-0329U,SYLVANIA,OH,1-888-886-2318,info@eventmetaldetectors.com,http://WWW.EVENTMETALDETECTORS.COM,s
AEROFORCE LOGISTICS LLC,Industrial Products and Services,Industrial Products,47QSMS25D0077,WAUKESHA,WI,4142935617,heatherv@aeroforcelogistics.com,http://aeroforcelogistics.com,s
"BIG SHINE WORLDWIDE, INC.",Industrial Products and Services,Industrial Products,GS-07F-125GA,NEWBURGH,NY,845-444-5255,merealess@bigshineenergy.com,http://www.bigshineled.com,s
"CAROLINA PRODUCT SOLUTIONS, LLC",Industrial Products and Services,Industrial Products,47QSWA22D00AC,FLORENCE,SC,834-407-6803,jtanner@cpsled.com,http://www.cpsled.com,s
FEDLIGHT SUPPLY LLC,Industrial Products and Services,Industrial Products,GS-07F-0099Y,ROSEVILLE,CA,800-437-5267,BDOUGLAS@FEDLIGHT.COM,http://FEDLIGHT.COM,s
GLOBAL ACCESS SUPPLY INC,Industrial Products and Services,Industrial Products,GS-07F-0458U,SIGNAL HILL,CA,866-575-0909,Sales@GlobalAccessSupply.com,http://www.GlobalAccessSupply.com,s
GLOBAL GREEN CORPORATION,Industrial Products and Services,Industrial Products,47QSMS25D001B,ANN ARBOR,MI,734-560-1743,dbenit@globalgreenled.com,http://www.globalgreenled.com,s
"GOLDWINGS SUPPLY SERVICE, INC",Industrial Products and Services,Industrial Products,GS-07F-182GA,HONOLULU,HI,808-738-4902,lia@goldwings-supply.com,http://www.goldwings-supply.com,s
"HERCULES LED, LLC",Industrial Products and Services,Industrial Products,47QSWA22D003S,YOUNGSTOWN,OH,330-330-8963,bshilling@herculesled.com,http://www.herculesled.com/,s
"HYPER SPEAR, LLC",Industrial Products and Services,Industrial Products,47QRAA23D0084,WESTON,FL,(954)612-3496,sergio.bastiani@hyperspear.com,www.hyperspear.com,s
"LARSON ELECTRONICS, LLC",Industrial Products and Services,Industrial Products,47QSWA21D0060,KEMP,TX,903-270-1187,sales@larsonelectronics.com,http://www.larsonelectronics.com,s
LED LIGHTING SOLUTIONS LLC,Industrial Products and Services,Industrial Products,GS-07F-025BA,BERLIN,CT,8607706023,TOM@LLSLIGHT.COM,http://www.LLSLIGHT.COM,s
"LOUVERS INTERNATIONAL, INC.",Industrial Products and Services,Industrial Products,47QSWA20D0023,ELMHURST,IL,630-333-4750,devin@louversintl.com,http://www.louversintl.com,s
OCTO LIGHTS LLC,Industrial Products and Services,Industrial Products,47QSWA22D005L,LAWRENCEVILLE,GA,678-383-9145,bryan@octolights.com,http://www.decorativelightcovers.com,s
PACHECO COMPANY LLC,Industrial Products and Services,Industrial Products,GS-07F-0286W,SALT LAKE CITY,UT,801-541-3375,pachecocompany@gmail.com,http://www.pachecoco.com,s
REMIER DISTRIBUTING INC,Industrial Products and Services,Industrial Products,GS-07F-0438U,FLINT,MI,810-732-6454,mmason@remierlighting.com,http://www.remierlighting.com,s
"SEALITE USA, LLC",Industrial Products and Services,Industrial Products,GS-07F-170AA,TILTON,NH,603-845-9107,joanne.norris@spx.com,http://www.sealite.com,
SELS USA LLC,Industrial Products and Services,Industrial Products,47QSWA24D000Y,WINSTON SALEM,NC,704-495-3535,rbadilla@selsled.com,http://www.selssolar.com,s
"SMBLC, LLC",Industrial Products and Services,Industrial Products,GS-07F-0099V,NORWOOD,MA,781-501-1226,slevinson@litemorus.com,http://www.litesales.com,s
THE ERICSON MANUFACTURING COMPANY,Industrial Products and Services,Industrial Products,GS-07F-0313Y,WILLOUGHBY,OH,(800) 374-2766,orders@ericson.com,http://www.ericson.com,s
"WANCO, INC.",Industrial Products and Services,Industrial Products,GS-07F-0597X,ARVADA,CO,303-427-5700,gsa@wanco.com,http://www.wanco.com,s
"WESCO DISTRIBUTION, INC.",Industrial Products and Services,Industrial Products,GS-07F-0196U,PITTSBURGH,PA,240-632-1551,sconstantine@wescodist.com,http://buy.wesco.com,
"WIDEFIELD TECHNOLOGY, INC",Industrial Products and Services,Industrial Products,GS-07F-023CA,PINETOP,AZ,4809932204,rich@wti1.net,http://www.wti1.net,s
"AIRDOCTOR, LLC",Industrial Products and Services,Industrial Products,47QSMA23D08PG,SHERMAN OAKS,CA,818-217-2553,Jsweet@idealliving.com,http://www.airdoctorpro.com,s
ALLIANCE LAUNDRY SYSTEMS LLC,Industrial Products and Services,Industrial Products,47QSHA19D004A,RIPON,WI,920-748-1671,susan.peppler@alliancels.com,http://www.alliancelaundry.com,
BATTA ENVIRONMENTAL ASSOCIATES INC,Industrial Products and Services,Industrial Products,GS-10F-0004T,NEWARK,DE,3027373376,neeraj@battaenv.com,http://battaenv.com,s
BURKETT & SONS INC,Industrial Products and Services,Industrial Products,47QSWA18D002G,PERRYSBURG,OH,419-720-2888,gsa@burkett.com,http://www.burkett.com,s
"F-CONCEPTS, INC.",Industrial Products and Services,Industrial Products,GS-35F-259DA,VIENNA,VA,301-886-8380,cchong@f-concepts.com,http://www.f-concepts.com,s
"INDOFF, LLC",Industrial Products and Services,Industrial Products,47QSHA18D000W,SAINT LOUIS,MO,8008433714,absocoldgsa@indoff.com,http://www.absocold.com,s
INDOOR ENVIRONMENTAL SYSTEMS INC,Industrial Products and Services,Industrial Products,47QSMS25D003F,CARY,NC,(919)234-9802,iesnc123@gmail.com,http://www.indoorenviron.com,s
INTIRION CORPORATION,Industrial Products and Services,Industrial Products,47QSHA18D001Y,FOXBORO,MA,800-637-7567,government@microfridge.com,http://WWW.MICROFRIDGE.COM,s
"IQAIR NORTH AMERICA, INC.",Industrial Products and Services,Industrial Products,47QSHA20D001S,LA MIRADA,CA,1-866-488-1918,valerie.leon@iqair.com,http://www.iqair.com/,s
LOGISALL USA CORP,Industrial Products and Services,Industrial Products,47QSMS25D00BF,SHORTER,AL,334-782-4470,sungoh@logisallusa.com,http://www.logisall.com/en/sub/company/group.asp,s
PORTABLE AIR GROUP LLC,Industrial Products and Services,Industrial Products,47QSMS25D00AA,CHAPEL HILL,NC,866-948-5300,paul@portableairgroup.com,http://www.portableairgroup.com,s
"SOUTHEASTERN LAUNDRY EQUIPMENT SALES, LLC",Industrial Products and Services,Industrial Products,47QSMA23D08PU,MARIETTA,GA,770-928-0080,heathe@selaundy.com,http://www.selaundry.com,s
"SYLVANE, INC.",Industrial Products and Services,Industrial Products,47QSHA19D0046,ROSWELL,GA,800-934-9194,gsa@sylvane.com,http://www.sylvane.com,s
US AIR PURIFIERS LLC,Industrial Products and Services,Industrial Products,GS-21F-043GA,PEORIA,IL,888-231-1463,contactus@usairpurifiers.com,http://www.usairpurifiers.com,s
"PIRAEUS INTERNATIONAL, INC",Industrial Products and Services,Industrial Products,47QSMA23D08NR,BALTIMORE,MD,410-675-4696,abouloubassis@piraeusintl.com,http://www.piraeusintl.com,s
ARTISAN POWER LLC,Industrial Products and Services,Industrial Products,47QSMS24D007N,NATICK,MA,978-562-4300,eleanor@artisanpower.com,http://artisanpower.com,s
"BATTERIES PLUS, LLC",Industrial Products and Services,Industrial Products,47QSMS25D00A4,HARTLAND,WI,405-601-0694,government@batteriesplus.com,https://www.batteriesplus.com/business-interest/in,s
BEAM GLOBAL,Industrial Products and Services,Industrial Products,47QSWA21D0006,SAN DIEGO,CA,310-272-6762,keith.regan@beamforall.com,http://beamforall.com,s
CADEX ELECTRONICS INC,Industrial Products and Services,Industrial Products,47QTCA21D00FK,RICHMOND,BC,604-231-7777-316,razaul.rezvi@CADEX.COM,http://www.cadex.com,
EASTERN CAROLINA VOCATIONAL CENTER INC,Industrial Products and Services,Industrial Products,47QSMS25D007B,GREENVILLE,NC,252-317-3123,ejackson@ecvcinc.com,http://www.ecvcinc.com,
"GLOBAL TECHNOLOGY SYSTEMS, INC",Industrial Products and Services,Industrial Products,GS-07F-0335U,FRAMINGHAM,MA,508-907-6682,LBrenan@GTSPower.com,http://www.gtspower.com,s
"H. L. DALIS, INC.",Industrial Products and Services,Industrial Products,47QSMS25D007G,ASTORIA,NY,(718)361-1100,hldalis@aol.com,http://www.hldalis.com,s
"LIVEWIRE BATTERY SUPPLY, INC",Industrial Products and Services,Industrial Products,GS-07F-0180X,NEWPORT NEWS,VA,757-570-5076,andrew.dunn@batteriesplus.com,http://www.batteriesplus.com,s
"M.E. GLOBAL SUPPLIES, INC",Industrial Products and Services,Industrial Products,47QTCA23D0092,MIAMI,FL,786-546-7216,edgar.alz@meglobalsupplies.com,http://www.meglobalsupplies.com,s
NEW BEGINNINGS CAPITAL PARTNERSHIP LLC,Industrial Products and Services,Industrial Products,GS-03F-063BA,SAN ANTONIO,TX,(210)858-7477,kjohnson@nbcpcommunications.com,http://www.nbcpcommunications.com,s
"NORTHEAST BATTERY & ALTERNATOR, LLC",Industrial Products and Services,Industrial Products,47QSWA23D0009,AUBURN,MA,508-258-4557,panderson@northeastbattery.com,http://northeastbattery.com/,s
PULSETECH PRODUCTS CORPORATION,Industrial Products and Services,Industrial Products,47QSWA22D005V,FLOWER MOUND,TX,800-580-7554,slynes@pulsetech.net,https://pulsetech.com/,s
SIEMENS INDUSTRY INC,Industrial Products and Services,Industrial Products,GS-07F-217CA,BUFFALO GROVE,IL,571-379-1092,beverly.lester@siemensgovt.com,http://www.siemens.com,
THE LIOCE GROUP INC,Industrial Products and Services,Industrial Products,47QTCA18D00AD,HUNTSVILLE,AL,256-650-4150,FEDERALACCOUNTS@LIOCEGROUP.COM,http://www.liocegroup.com,s
TOSHIBA INTERNATIONAL CORPORATION,Industrial Products and Services,Industrial Products,GS-07F-0399T,HOUSTON,TX,713-466-0277,Andrew.Buenavista@toshiba.com,http://www.toshibaups.com,
"VERDEK, LLC",Industrial Products and Services,Industrial Products,GS-07F-172BA,MADISON,CT,203-421-6477,gmannino@verdek.com,http://www.verdek.com,s
"VIRGINIA ENERGY AND LIGHTING, LLC",Industrial Products and Services,Industrial Products,47QSMS25D004U,CHESTERFIELD,VA,804-768-1304,Brandon@vaenergylighting.com,http://www.vaenergylighting.com,s
ZNET TECH LLC,Industrial Products and Services,Industrial Products,47QTCA18D003S,BETHESDA,MD,949-412-0561,SNEWTON@DCCICONSULTING.COM,http://WWW.ZNETTECH.COM,s
ARCCO COMPANY SERVICES INCORPORATED,Industrial Products and Services,Industrial Products,GS-07F-374AA,BATON ROUGE,LA,225-275-2722,tsanders@arrco.com,HTTP://WWW.ARCCO.COM,s
"AUTOMATED BUSINESS POWER, INC.",Industrial Products and Services,Industrial Products,47QSWA20D008R,GAITHERSBURG,MD,301-977-5570,daniel@abp.com,http://www.abp.com,s
COFFMAN ELECTRICAL EQUIPMENT CO.,Industrial Products and Services,Industrial Products,47QSMS24D004X,GRAND RAPIDS,MI,(616) 452-8708,rcoffman@steadypower.com,http://steadypower.com,s
DIGITAL PLAZA LLC,Industrial Products and Services,Industrial Products,GS-03F-011DA,AMBLER,PA,2157155680,scott@digitalplazadirect.com,http://www.DIGITALPLAZADIRECT.COM,s
"DISCOVERY ENERGY, LLC",Industrial Products and Services,Industrial Products,GS-07F-019DA,KOHLER,WI,262-366-6079,b2gmke@wi.rr.com,http://www.kohlerpower.com,
EATON CORPORATION,Industrial Products and Services,Industrial Products,47QSMS25D0003,RALEIGH,NC,508-926-6135,carolstovall@eaton.com,http://www.eaton.com,
EOLA POWER LLC,Industrial Products and Services,Industrial Products,47QSMS25D00B4,DORAL,FL,800-399-7414,alex@eolapower.com,http://www.eolapower.com/,s
"EXIM ENGINEERING, INC.",Industrial Products and Services,Industrial Products,47QSWA23D009L,ANAHEIM,CA,714-758-1000,naren@eximeng.com,http://www.eximeng.com,s
"GEN-TECH, INC.",Industrial Products and Services,Industrial Products,GS-07F-0494V,GILLSVILLE,GA,877-228-8238,bcagle@Gen-Tech.net,http://www.gen-tech.net,s
"K-CON, INC.",Industrial Products and Services,Industrial Products,47QSWA21D0075,CHARLESTON,SC,(800)394-5266,pkiernan@kconinc.com,http://www.kconinc.com,s
"LOGIS-TECH, LLC",Industrial Products and Services,Industrial Products,GS-10F-0084T,MANASSAS,VA,703-393-0122,jbounds@logis-tech.com,http://www.logis-tech.com,s
"M. C. DEAN, INC.",Industrial Products and Services,Industrial Products,47QSWA19D002W,TYSONS,VA,703-243-6231,MCDEAN.GSA.MAS@mcdean.com,http://www.mcdean.com,
MARINE SERVICES LLC,Industrial Products and Services,Industrial Products,47QSWA23D0049,HOUSTON,TX,713-923-6688,INFO@NORTHSTARIND.NET,http://WWW.NORTHSTARIND.NET,s
"MAXA BEAM SEARCHLIGHTS, INC.",Industrial Products and Services,Industrial Products,GS-07F-066DA,JUPITER,FL,561-743-8180,francie@maxavision.net,http://www.maxavision.net,s
"MILLENIUM PRODUCTS, INC",Industrial Products and Services,Industrial Products,GS-07F-0031W,SAINT PETERSBURG,FL,888-901-7430,gsa@milleniumproducts.net,http://www.milleniumproducts.net,s
MOUNTAIN HORSE LLC,Industrial Products and Services,Industrial Products,47QSWA23D007V,COLORADO SPRINGS,CO,615-260-7254,jennifer.sheehan@mtnhorse.com,http://www.mtnhorse.com,s
OPTION ONE CORPORATION,Industrial Products and Services,Industrial Products,47QSMS25D004C,APPLE VALLEY,CA,909-566-0732,allisun.thomas@optiononesolar.com,http://optiononesolar.com,s
"PD POWER SYSTEMS, LLC",Industrial Products and Services,Industrial Products,47QSMS25D004Z,SPRINGFIELD,VA,5715516467,jmailey@pdpowersystems.com,http://www.pdpowersystems.com,s
PETROLEUM RECOVERY SERVICES LLC,Industrial Products and Services,Industrial Products,GS-07F-0363U,SUMMERVILLE,SC,843-225-1777,Loretta@PRSfuel.com,http://www.petroleumrecoveryservices.com,s
PIXAMETTIC SOLUTIONS LLC,Industrial Products and Services,Industrial Products,47QTCA24D0081,WENTZVILLE,MO,636-206-6020,DANIEL@PIXAMETTIC.COM,https://www.pixamettic.com/,s
POWELL ELECTRICAL SYSTEMS INC,Industrial Products and Services,Industrial Products,47QSMS24D004V,HOUSTON,TX,909-615-1444,Matt.peterson@powellind.com,http://www.powellind.com,
"PRISM CONSULTING SERVICES, INC.",Industrial Products and Services,Industrial Products,GS-07F-9609S,JACKSONVILLE,FL,904.880.9900,mkothari@prismlighting.net,http://www.prismlighting.net,s
PROGRESS SOLAR SOLUTIONS LLC,Industrial Products and Services,Industrial Products,GS-07F-376AA,RALEIGH,NC,919-363-3738,dgm@progresssolarsolutions.com,http://progresssolarsolutions.com/,s
RAMSAY-BLIESE CORP.,Industrial Products and Services,Industrial Products,GS-07F-0358Y,SANTA ROSA,CA,(707)545-0484,r.ramsay@leetegenerators.com,http://www.leetegenerators.com,s
"RJM SALES, INC.",Industrial Products and Services,Industrial Products,47QSMS25D00BN,SOMERSET,NJ,610-892-2901,peteb@rjmsales.com,https://rjmsales.com/,s
SANTA FE POWER SOLUTIONS INC,Industrial Products and Services,Industrial Products,47QSWA22D004E,BRANFORD,FL,813-842-3502,barb@santafepower.net,http://www.santafepower.net,s
"SITE MANUFACTURING, LLC",Industrial Products and Services,Industrial Products,47QSMS25D007R,PHOENIX,AZ,(310) 409-7143,chad@sitesolar.com,http://www.sitesolar.us/,s
"SOLAR MOD SYSTEMS, INC",Industrial Products and Services,Industrial Products,47QSWA19D000L,PLANO,TX,214-460-2991,michaellong@solarmodsystems.com,http://www.solarmodsystems.com,s
"TECHNOLOGY DYNAMICS, INC.",Industrial Products and Services,Industrial Products,GS-07F-0190T,BERGENFIELD,NJ,2013850500,rubain@novaelectric.com,http://www.novaelectric.com,s
VIKING SALES LLC,Industrial Products and Services,Industrial Products,GS-07F-075GA,TULSA,OK,918-742-7796,KEVIN@LEDUSA.COM,http://www.LEDUSA.com/GSA,s
PIERCE MANUFACTURING INC,Transportation and Logistics Services,Motor Vehicles (non-Combat),GS-30F-021DA,APPLETON,WI,920-832-4279,tvanevenhoven@piercemfg.com,http://www.piercemfg.com,
APC EQUIPMENT & MANUFACTURING INC,Transportation and Logistics Services,Motor Vehicles (non-Combat),GS-30F-0015U,TUCSON,AZ,520-975-7464,kris@apcequipment.com,http://WWW.APCEQUIPMENT.COM,s
"DIAMOND TRUCK BODY MANUFACTURING, INC.",Transportation and Logistics Services,Motor Vehicles (non-Combat),GS-30F-0032V,STOCKTON,CA,209-943-1655,mike@diamondtruckbody.com,http://www.diamondtruckbody.com,s
"GLOBE TRAILER MANUFACTURING, INC",Transportation and Logistics Services,Motor Vehicles (non-Combat),47QMCA25D0015,BRADENTON,FL,941-753-2199,brian@globetrailers.com,https://www.globetrailers.com/,s
"TROY SHEET METAL WORKS, INC.",Security and Protection,Protective Equipment,GS-07F-087DA,MONTEBELLO,CA,(323)720-4100,rguadiana@troyproducts.com,http://troyproducts.com/,s
"AVION MANUFACTURING, INC.",Security and Protection,Protective Equipment,47QSMS24D0017,WRIGHT CITY,MO,636-791-5016,kenneth.gouin@avionavtask.com,http://www.avionavtask.com,s
"RANDON-TECH MANUFACTURING, INC.",Security and Protection,Protective Equipment,47QSMS24D005N,PHOENIX,AZ,480-998-2335,wayne@randontech.com,http://randontech.com/,s
DIAMONDBACK MANUFACTURING LLC,Transportation and Logistics Services,Motor Vehicles (non-Combat),GS-07F-090GA,COCOA,FL,(321) 633-5624,carlie@diamondbackairboats.com,http://www.diamondbackairboats.com,s
GULFSHORE MANUFACTURING INC,Transportation and Logistics Services,Motor Vehicles (non-Combat),47QSMS25D001K,INGLIS,FL,3524471330,dante@youngboats.com,http://www.youngboats.com,s
"HANKO'S METAL WORKS, INC.",Transportation and Logistics Services,Motor Vehicles (non-Combat),47QSWA18D0025,BERWICK,LA,985-385-3310,harry@hankos.com,http://www.hankos.com,s
"METALCRAFT MARINE US, INC.",Transportation and Logistics Services,Motor Vehicles (non-Combat),47QSWA20D000E,WATERTOWN,NY,800-410-8464,bob@metalcraftmarine.com,http://www.metalcraftmarine.com,s
OQUAWKA BOATS & FABRICATIONS INC,Transportation and Logistics Services,Motor Vehicles (non-Combat),GS-07F-0172Y,OQUAWKA,IL,309-867-2213,oquawkaboats@oquawkaboats.com,http://www.oquawkaboats.com,s
SMITH SYSTEM MANUFACTURING CO,Furniture & Furnishings,Miscellaneous Furniture,GS-28F-011BA,CARROLLTON,TX,972-398-4067,lorries@smithsystem.com,http://smithsystem.com,
CHICAGO AMERICAN MANUFACTURING LLC,Furniture & Furnishings,"Household, Dormitory & Quarters Furniture",GS-27F-007CA,CHICAGO,IL,(708)707-1147,Dherman@chicagoamerican.net,http://www.chicagoamerican.com,s
DICKSON FURNITURE MANUFACTURERS LLC,Furniture & Furnishings,"Household, Dormitory & Quarters Furniture",47QSCA19D000F,HOUSTON,TX,713-747-0341,vbanka@dicksonfurniture.com,http://www.dicksonfurniture.com,s
"PARAMOUNT INDUSTRIAL COMPANIES, INC.",Furniture & Furnishings,"Household, Dormitory & Quarters Furniture",GS-27F-0014T,NORFOLK,VA,757-855-3321,rdiamonstein@paramountsleep.com,http://www.paramountsleep.com,s
GREENE MANUFACTURING INC,Furniture & Furnishings,Miscellaneous Furniture,GS-27F-0010W,CHELSEA,MI,734-428-8304,julieg@greenemfg.com,http://www.greenemfg.com,s
"HALLYM FURNITURE INDUSTRIAL CO.,LTD",Furniture & Furnishings,Miscellaneous Furniture,GS-27F-0013W,PAJU-SI,,82-31-944-5850,hallym2009@hotmail.com,http://hallym2009.com,
STEELCASE GMBH,Furniture & Furnishings,Miscellaneous Furniture,47QSCA19D0008,MUNCHEN,,+4915209222606,apuchegg@steelcase.com,https://www.steelcase.com/eu-en,
ALLSTEEL LLC,Furniture & Furnishings,Office Furniture,47QSMS24D0086,MUSCATINE,IA,828-578-4748,allsteelgovcontracts@allsteeloffice.com,https://www.allsteeloffice.com/,
"K & A MANUFACTURING, INC",Furniture & Furnishings,Office Furniture,47QSMS25D000F,SCHOFIELD,WI,(715)355-0222,BETHK@raproducts.com,http://www.raproducts.com,s
METALWORKS INC,Furniture & Furnishings,Office Furniture,47QSMS25D00BW,LUDINGTON,MI,231-845-3165,rmcauliffe@greatopenings.com,http://www.greatopenings.com,s
SAUDER MANUFACTURING CO,Furniture & Furnishings,Office Furniture,GS-28F-003DA,ARCHBOLD,OH,260-469-1226,mrodriguez@saudermfg.com,http://www.saudercontract.com,
STEELCASE INC.,Furniture & Furnishings,Office Furniture,47QSMS24D0034,GRAND RAPIDS,MI,(616)7802481,tweller@steelcase.com,http://www.steelcase.com,
COMPUTER METAL PRODUCTS CORPORATION,Security and Protection,Protective Equipment,47QSMS24D006M,SIMI VALLEY,CA,805-520-4987,bruce@vlineind.com,http://www.vlineind.com,s
"SOUTHERN BLOOMER MANUFACTURING COMPANY, LLC",Security and Protection,Protective Equipment,47QSMS24D00A8,BLOUNTVILLE,TN,423-878-6660,southernbloomer@earthlink.net,https://southernbloomer.com,s
"B&M CONSTRUCTION, INC.",Furniture & Furnishings,Packaged Furniture,GS-29F-0005U,COLORADO SPRINGS,CO,719-577-4550,bmyrick@bmc-i.com,https://www.bmc-i.com,s
"HOLITNA CONSTRUCTION, LLC",Furniture & Furnishings,Packaged Furniture,47QSMA21D08NV,MOUNT PLEASANT,SC,719-358-2020,emily.toussaint@holitna.com,http://www.holitna.com,s
"METALMASTERS AUTOMATED TARGET SYSTEMS, L.L.C.",Security and Protection,Protective Equipment,47QSMS24D000Z,OKEMOS,MI,517-543-8595,bking@metalmasterstargets.net,http://www.metalmasterstargets.net,s
"INDUSTRIAL SHADEPORTS, INC.",Furniture & Furnishings,Fitness Solutions,47QSMS24D0023,FORT LAUDERDALE,FL,954-755-0661,gsa@shadeports.com,http://www.shadeports.com,s
"ABC CONCRETE MFG. CO., INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMS24D002X,FARMINGTON,NM,505-325-8289,JULIE@ABCCONCRETEMFG.COM,http://www.abcconcretemfg.com,s
"BOTTOM LINE MILITARY SALES, LLC",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-9624S,LIBERTY,SC,1-888-211-5691,bottomline2000@charter.net,http://www.bottomline2000.com,s
CREATIVE SIGN SERVICE INC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMA20D08NH,BELTSVILLE,MD,301-345-3700,CREATIVE@CREATIVESIGNAGE.COM,http://WWW.CREATIVESIGNAGE.COM,s
"FIRST VANGUARD RENTALS & SALES, INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-03F-088GA,FAIRFIELD,CA,(707) 673-2165,mspalding@1stvg.com,http://www.1stvg.com,s
"GOVERNMENT MARKETING AND PROCUREMENT, LLC",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-187GA,WIMBERLEY,TX,703-349-2990,GSA@GMPGOV.COM,http://www.gmpgov.com,s
